word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
ai(,ὁ,article,ga\r,e)pwidai/,ἐπῳδή,noun,oi)/koi,οἴκοι,adverb,tw=,ὁ,article,xalepw=,χαλεπός,adjective,trau/matos,τραῦμα,noun,a)mfo/terai,ἀμφότερος,adjective,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,a(li/hn,*eu)/dhmos,Εὔδημος,proper,a)f',ἀπό,preposition,h(=s,ὅς,pronoun,a(/la,ἅλς,adjective,lito\n,λιτός,adjective,e)pe/sqwn,ἐφίημι,verb,xeimw=nas,χειμών,noun,mega/lous,μέγας,adverb,e)ce/fugen,ἁλίη,noun,ἐκφεύγω,verb,dane/wn,δάνος,adjective,qh=ke,τίθημι,verb,qeoi=s,θεός,noun,*samo/qrhici,,,le/gwn,λέγω,verb,o(/ti,ὅστις,pronoun,th/nde,ὅδε,pronoun,kat',κατά,preposition,eu)xh/n,εὐχή,noun,w)=,ὦ,interjection,mega/loi,μέγας,adverb,swqei\s,σώζω,verb,e)c,ἐκ,preposition,a(lo\s,ἅλς,adjective,w(=d',ὧδε,adverb,e)/qeto,ἔθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu)maqi/hn,εὐμάθεια,adjective,h)itei=to,didou\s,δίδωμι,verb,e)me\,ἐγώ,pronoun,*si=mos,Σῖμος,proper,o(,ὁ,article,*mi/kkou,,,tai=s,ὁ,article,*mou/sais,Μοῦσα,proper,,,,,αἰτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,de\,*glau=kos,Γλαύκος,proper,o(/kws,ὅπως,conjunction,e)/dosan,δίδωμι,verb,a)nt',ἀντί,preposition,o)li/gou,ὀλίγος,adjective,me/ga,μέγας,adverb,dw=ron,δῶρον,noun,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',a)na\,ἀνά,preposition,th=ide,ὅδε,pronoun,kexhnw/s,χάσκω,verb,kei=mai,κεῖμαι,verb,tou=,ὁ,article,*sami/ou,Σάμιος,proper,diplo/on,διπλόος,adjective,o(,ὁ,article,tragiko/s,δέ,particle,τραγικός,adjective,paidari/wn,παιδάριον,noun,*dio/nusos,Διόνυσος,proper,e)ph/koos,ἐπήκοος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,de\,le/gousin,λέγω,verb,'i(ero\s,ἱερός,adjective,d,,,plo/kamos',πλόκαμος,noun,tou)mo\n,ἐμός,adjective,o)/neiar,ὄνειαρ,adjective,e)moi/,ἐμός,adjective,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,*)agora/nakto/s,me,ἐγώ,pronoun,le/ge,λέγω,verb,ce/ne,ξένος,noun,kwmiko\n,κωμικός,adjective,o)/ntws,ὄντως,adverb,a)gkei=sqai,ἀνάκειμαι,verb,ni/khs,νίκη,noun,ma/rtura,μάρτυς,noun,tou=,,,ὁ,article,*(rodi/ou,,,*pa/mfilon,Πάμφιλος,proper,ou),οὐ,adverb,me\n,μέν,particle,e)/rwti,ἔρως,noun,dedagme/non,δάκνω,verb,h(/misu,ἥμισυς,adjective,d',δέ,particle,o)pth=i,ὀπτός,adjective,i)sxa/di,ἰσχάς,noun,kai\,καί,conjunction,lu/xnois,λύχνον,noun,*)/isidos,Ἴσις,proper,ei)do/menon,εἴδομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,*frugi/hn,*ai)/sxrhn,,,a)gaqo\n,ἀγαθός,adjective,ga/la,γάλα,noun,pa=sin,πᾶς,adjective,e)n,ἐν,preposition,e)sqloi=s,ἐσθλός,adjective,*mi/kkos,,,kai\,καί,conjunction,zwh\n,Φρύγιος,proper,ζωή,noun,ou)=san,εἰμί,verb,e)ghroko/mei,γηροκομέω,verb,kai\,καί,conjunction,fqime/nhn,φθίω,verb,a)ne/qhken,ἀνατίθημι,verb,e)pessome/noisin,ἔπειμι,verb,o(ra=sqai,ὁράω,verb,h(,ὁ,article,grh=us,γραῦς,adjective,mastw=n,μαστός,noun,w(s,ὡς,conjunction,a)pe/xei,ἀπέχω,verb,xa/ritas,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/ssares,τέσσαρες,noun,ai(,*xa/rites,Χάρις,proper,poti\,πρός,preposition,ga\r,γάρ,particle,mi/a,εἷς,adjective,tai=s,ὁ,article,trisi\,τρεῖς,noun,th/nais,ἐκεῖνος,pronoun,a)/rti,ἄρτι,adverb,potepla/sqh,ὁ,article,προσπλάσσω,verb,kh)/ti,,,mu/roisi,μῦρος,noun,notei=,νοτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)ai/wn,εὐαίων,noun,e)n,pa=sin,πᾶς,adjective,a)ri/zalos,,,*bereni/ka,Βερενίκη,proper,a(=s,ὅς,pronoun,a)/ter,ἄτερ,preposition,ou)d',οὐδέ,particle,au)tai\,αὐτός,pronoun,tai\,ὁ,article,*xa/rites,ἐν,preposition,Χάρις,proper,*xa/rites,Χάρις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,to\,kalo\n,καλός,noun,melaneu=nta,μελαίνω,verb,*qeo/kriton,Θεόκριτος,proper,ei),εἰ,conjunction,me\n,μέν,particle,e)/m',ἐγώ,pronoun,e)/xqei,ἔχθος,noun,tetra/ki,τετράκις,adverb,misoi/hs,ὁ,article,μισέω,verb,ei),εἰ,conjunction,de\,δέ,particle,filei=,φιλέω,verb,file/ois,φιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naixi\,,,pro\s,eu)xai/tew,εὐχαίτης,noun,*ganumh/deos,Γανυμήδης,proper,ou)ra/nie,οὐράνιος,adjective,*zeu=,Ζεύς,proper,,,,,,,,,,,,,,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,su/,pot',ποτέ,particle,h)ra/sqhs,ἀράζω,verb,ou)ke/ti,οὐκέτι,adverb,makra\,μακρός,adjective,le/gw,λέγω,verb,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa/lin,*ei)lh/quia,Εἰλήθυια,proper,*lukaini/dos,λυκαινίς,noun,e)lqe\,ἔρχομαι,verb,kaleu/shs,καλέω,verb,eu)/loxos,εὔλυρος,adjective,w)di/nwn,ὠδίς,adjective,w(=de,ὧδε,adverb,su\n,σύν,preposition,eu)toki/hi,πάλιν,adverb,,,w(s,ὡς,conjunction,to/de,ὅδε,pronoun,nu=n,νῦν,adverb,me/n,μέν,particle,a)/nassa,ἄνασσα,adjective,ko/rhs,κόρη,noun,u(/per,ὑπέρ,preposition,a)nti\,ἀντί,preposition,de\,δέ,particle,paido/s,παῖς,adjective,u(/steron,ὕστερος,adjective,eu)w/dhs,εὐώδης,adverb,a)/llo,ἄλλος,adjective,ti,τις,pronoun,nho\s,ναός,noun,e)/xoi,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,xre/os,w(s,ὡς,conjunction,a)pe/xeis,ἀπέχω,verb,*)asklh/pie,,,to\,ὁ,article,pro\,πρό,preposition,gunaiko/s,γυνή,noun,*dhmodi/khs,,,*)ake/swn,,,w)/felen,χρέος,noun,ὀφείλω,verb,eu)ca/menos,εὔχομαι,verb,ginw/skein,γιγνώσκω,verb,h)/n,ἐάν,conjunction,d',δέ,particle,a)=ra,ἆρα,particle,la/qhi,λανθάνω,verb,kai/,καί,conjunction,min,μιν,pronoun,a)paith=is,,,fhsi\,φημί,verb,pare/cesqai,παρέχω,verb,maeturi/hn,,,o(,ὁ,article,pi/nac,πίναξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=i,τίς,pronoun,me,*kanwpi/tai,,,*kalli/stion,,,ei)/kosi,εἴκοσι,verb,mu/cais,μύξα,noun,plou/sion,πλούσιος,adjective,a(,ὁ,article,*kriti/ou,Κριτίης,proper,lu/xnon,λύχνον,noun,e)/qhke,ἐγώ,pronoun,τίθημι,verb,qew=i,θεός,noun,eu)came/na,εὔχομαι,verb,peri\,περί,preposition,paido\s,παῖς,adjective,*)apelli/dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,d',e)ma\,ἐμός,adjective,fe/ggh,φέγγος,noun,a)qrh/sas,ἀθρέω,verb,fa/seis,φάσις,adjective,'*(/espere,ἕσπερος,adjective,pw=s,πῶς,adverb,e)/peses',πίπτω,verb,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhsi\n,φημί,verb,o(/,me,ἐγώ,pronoun,sth/sas,ἵστημι,verb,*eu)ai/netos,Εὐαίνετος,proper,ou),οὐ,adverb,ga\r,γάρ,particle,e)/gwge,ἐγώ,pronoun,ginw/skw),γιγνώσκω,verb,ni/khs,νίκη,noun,a)nni/,ὅς,pronoun,,,me,ἐγώ,pronoun,th=s,ὁ,article,i)di/hs,ἴδιος,adjective,a)gkei=sqai,ἀνάκειμαι,verb,xa/lkeion,χάλκειος,adjective,a)le/ktora,ἀλέκτωρ,adjective,*tundari/dhisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pisteu/w,πιστεύω,verb,*fai/drou,paidi\,παῖς,adjective,*filoceni/dew,,,,,,,,,,,,,,,,,,,,,,Φαῖδρας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)inaxi/hs,,,e(/sthken,e)n,ἐν,preposition,*)/isidos,Ἴσις,proper,h(,ὁ,article,*qa/lew,Θάλης,proper,pai=s,πᾶς,adjective,*ai)sxuli\s,,,*ei)rh/nhs,Εἰρήνη,proper,mhtro\s,μήτηρ,noun,u(posxesi/hi,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ce/nos,w)=,ὦ,interjection,nauhge/,ναυαγός,adjective,,,,,,,,,,,,,,,,,,,,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*leo/ntixos,Λεόντιχος,proper,e)nqa/de,,,,,,,,,,,,,,,,,,,,,,,,,,ἐνθάδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nekro/n,νεκρός,noun,eu(=re/,s',σύ,pronoun,e)p',ἐπί,preposition,ai)gialou=,αἰγιαλός,noun,xw=se/,χόω,verb,te,τε,particle,tw=ide,ὅδε,pronoun,ta/fwi,τάφος,noun,dakru/sas,δακρύω,verb,e)pi/khron,εὑρίσκω,verb,ἐπίκηρος,adjective,e(o\n,ἑός,adjective,bi/on,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,au)to/s,αὐτός,pronoun,h(/suxon,ἥσυχος,adjective,ai)qui/hi,,,d',δέ,particle,i)=sa,ἴσος,adjective,qalassoporei=,θαλασσοπορέω,verb,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)dai/mwn,εὐδαίμων,adjective,o(/ti,ta)/lla,ἄλλος,adjective,manei\s,μαίνομαι,verb,w(rxai=os,,,*)ore/stas,Ὀρέστης,proper,leukaretanman,,,ou)k,οὐ,adverb,e)ma/nh,μαίνομαι,verb,mani/an,μανία,noun,ou)d',ὅστις,pronoun,οὐδέ,particle,e)/lab',λαμβάνω,verb,e)ce/tasin,ἐξέτασις,noun,tw=,ὁ,article,*fwke/os,Φωκεύς,proper,a(/tis,ὅστις,pronoun,e)le/gxei,ἐλέγχω,verb,to\n,ὁ,article,fi/lon,φίλος,adjective,a)llaix',,,e(\n,εἷς,adjective,dra=m',δρᾶμα,noun,e)di/dace,διδάσκω,verb,mo/non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,ta/xa,ka,ἄν,particle,to\n,ὁ,article,e(tai=ron,ἑταῖρος,noun,a)pw/lese,ἀπόλλυμι,verb,tou=to,οὗτος,pronoun,poh/sas,ποιέω,verb,kh)gw\,ἐγώ,pronoun,tw\s,τώς,adverb,pollw\s,τάχα,adjective,πολύς,adjective,ou)ke/t',οὐκέτι,adverb,e)/xw,ἔχω,verb,*pula/das,Πυλάδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/tines,ὅστις,pronoun,*)alei/oio,pare/rpete,παρέρπω,verb,sh=ma,σῆμα,adjective,*ki/mwnos,Κίμων,proper,i)/ste,οἶδα,verb,to\n,ὁ,article,*(ippai/ou,,,pai=da,παῖς,adjective,parerxo/menoi,παρέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ai)/nie,Αἴνιος,proper,kai\,su\,σύ,pronoun,ga\r,γάρ,particle,w(=de,ὧδε,adverb,*mene/krates,,,ou)k,οὐ,adverb,e)pi\,ἐπί,preposition,poulu/,πολύς,adjective,h)=sqa,εἰμί,verb,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,de/,cei/nwn,ξένος,noun,lw=iste,,,kateirga/sato,κατεργάζομαι,verb,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,r(a,to\,ὁ,article,kai\,καί,conjunction,*ke/ntauron,Κένταυρος,proper,,,,,,,,,,,,,,,,,ἄρα,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'o(/,ὁ,article,moi,peprwme/nos,πόρω,verb,u(/pnos,ὕπνος,noun,h)=lqen,ἔρχομαι,verb,o(,ὁ,article,de\,δέ,particle,tlh/mwn,τλήμων,adjective,oi)=nos,οἶνος,noun,e)/xei,ἔχω,verb,pro/fasin',ἐγώ,pronoun,πρόφασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kunqia/des,,,qarsei=te,ta\,ὁ,article,ga\r,γάρ,particle,tou=,ὁ,article,*krhto\s,Κρής,proper,*)exe/mma,,,kei=tai,κέω,verb,e)n,ἐν,preposition,*)ortugi/hi,Ὀρτυγία,proper,to/ca,θαρσέω,verb,τόξον,noun,par',παρά,preposition,*)arte/midi,Ἄρτεμις,proper,oi(=s,ὅς,pronoun,u(me/wn,σύ,pronoun,e)ke/nwsen,κενόω,verb,o)/ros,ὄρος,adjective,me/ga,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,pe/pautai,παύω,verb,ai)=ges,αἴξ,adjective,e)pei\,ἐπεί,conjunction,sponda\s,σπονδή,noun,h(,ὁ,article,qeo\s,θεός,noun,ei)rga/sato,ἐργάζομαι,verb,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,u(pnw/sais,*kwnw/pion,κωνώπιον,noun,w(s,ὡς,conjunction,e)me\,ἐγώ,pronoun,poiei=s,ποιέω,verb,koima=sqai,κοιμάω,verb,yuxroi=s,ψυχρός,adjective,toi=sde,ὅδε,pronoun,para\,παρά,preposition,proqu/rois,ὑπνάω,verb,πρόθυρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,u(pnw/sais,a)dikwta/th,ἄδικος,adjective,w(s,ὡς,conjunction,to\n,ὁ,article,e)rasth/n,ἐραστής,noun,koimi/zeis,κοιμίζω,verb,e)le/ou,ἔλεος,noun,d',δέ,particle,ou)d',οὐδέ,particle,o)/nar,ὑπνάω,verb,ὄναρ,noun,h)nti/asas,ἀντιάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gei/tones,γείτων,noun,oi)ktei/rousi,su\,σύ,pronoun,d',δέ,particle,ou)d',οὐδέ,particle,o)/nar,ὄναρ,noun,,,,,,,,,,,,,,οἰκτείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,polih\,de/,δέ,particle,au)ti/k',αὐτίκα,adverb,a)namnh/sei,ἀναμιμνήσκω,verb,tau=ta/,οὗτος,pronoun,se,σύ,pronoun,pa/nta,πᾶς,adjective,ko/mh,κόμη,noun,,,,,πολιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
