word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS
peri\,περί,preposition,me\n,μέν,particle,ga\r,γάρ,particle,th=s,ὁ,article,oi)ki/as,οἰκία,noun,ei),εἰ,conjunction,fhsi\n,φημί,verb,u(p',ὑπό,preposition,e)mou=,peisqe/nta,πείθω,verb,*polu/eukton,Πολυεύκτος,proper,prosta/cai,προσστάζω,verb,ἐγώ,pronoun,tou\s,ὁ,article,o(/rous,ὅρος,adjective,sth=sai,ἵστημι,verb,tw=n,ὁ,article,xiliw=n,χίλιοι,adjective,a)ll',ἀλλά,adverb,ou),οὐ,adverb,dh/pou,δήπου,particle,kai\,καί,conjunction,tou\s,ὁ,article,ma/rturas,μάρτυς,noun,e)/peisa,ἐφίζω,verb,w)=,ὦ,interjection,*spoudi/a,,,yeudh=,ψευδής,adverb,moi,ἐγώ,pronoun,marturei=n,μαρτυρέω,verb,tou\s,ὁ,article,paragenome/nous,παραγίγνομαι,verb,o(/t',ὅτε,conjunction,h)ggu/a,ἐγγυάω,verb,moi,ἐγώ,pronoun,tou\s,ὁ,article,ei)do/tas,οἶδα,verb,e)/latto/n,ἐλάσσων,adjective,me,ἐγώ,pronoun,komisa/menon,κομίζω,verb,tou\s,ὁ,article,a)kou/ontas,ἀκούω,verb,o(mologou=ntos,ὁμολογέω,verb,o)fei/lein,ὀφείλω,verb,e)moi\,ἐγώ,pronoun,susth/santos,συνίστημι,verb,a)podou=nai,ἀποδίδωμι,verb,tou\s,ὁ,article,to\,ὁ,article,teleutai=on,τελευταῖος,adjective,tai=s,ὁ,article,diaqh/kais,διαθήκη,noun,paragenome/nous,παραγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tois,οὗτος,pronoun,ga\r,γάρ,particle,a(/pasin,ἅπας,adjective,ou)ke/ti,οὐκέτι,adverb,kataxari/sasqai,καταχαρίζομαι,verb,tau=q',οὗτος,pronoun,u(ph=rxen,ὑπάρχω,verb,a)lla\,ἀλλά,adverb,kinduneu/ein,tw=n,ὁ,article,yeudomarturi/wn,ψευδομαρτυρέω,verb,ei),εἰ,conjunction,κινδυνεύω,verb,mhde\n,μηδείς,pronoun,tw=n,ὁ,article,genome/nwn,γίγνομαι,verb,marturoi=en,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fw=men,ἀφίημι,verb,toi/nun,τοίνυν,particle,tou=t',οὗτος,pronoun,h)/dh,ἤδη,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,e)kei=no,ἐκεῖνος,pronoun,de\,δέ,particle,ti/,τίς,pronoun,a)\n,ἄν,particle,le/gois,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kribw=s,ἀκριβῶς,adverb,ga\r,γάρ,particle,o(/pws,ὅπως,conjunction,tou/tous,οὗτος,pronoun,dida/ceis,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,pa/ntes,πᾶς,adjective,u(mei=s,σύ,pronoun,a)paitei=t',ἀπαιτέω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,ga\r,γάρ,particle,*polu/euktos,Πολυεύκτος,proper,dieti/qeto,διατίθημι,verb,tau=ta,οὗτος,pronoun,parh=n,πάρειμι,verb,me\n,μέν,particle,h(,ὁ,article,tou/tou,gunh/,γυνή,noun,kai\,καί,conjunction,dh=lon,δῆλος,adjective,οὗτος,pronoun,o(/ti,ὅστις,pronoun,ta\s,ὁ,article,tou=,ὁ,article,patro\s,πατήρ,noun,diaqh/kas,διαθήκη,noun,a)nh/ggeilen,ἀναγγέλλω,verb,a)/llws,ἄλλως,adverb,t',τε,particle,ei),εἰ,conjunction,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,i)/son,ἴσος,adjective,ei)=xen,ἔχω,verb,a)ll',ἀλλά,adverb,e)n,ἐν,preposition,a(/pasin,ἅπας,adjective,h)lattou=to,ἐλασσόω,verb,pareklh/qh,παρακαλέω,verb,d',δέ,particle,au)to\s,αὐτός,pronoun,ou(=tos,οὗτος,pronoun,w(/ste,ὥστε,conjunction,mhde\,μηδέ,particle,tou=t',οὗτος,pronoun,ei)=nai,εἰμί,verb,le/gein,λέγω,verb,w(s,ὡς,conjunction,la/qra|,λάθρῃ,adverb,kai\,καί,conjunction,diakruya/menoi,διακρύπτω,verb,tou/tous,οὗτος,pronoun,e)pra/ttomen,πράσσω,verb,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parakalou/menos,παρακαλέω,verb,ga\r,γάρ,particle,e)/fhsen,φημί,verb,au)to\s,αὐτός,pronoun,me\n,μέν,particle,a)sxoli/an,ἀσχολία,noun,a)/gein,ἄγω,verb,th\n,ὁ,article,de\,gunai=k',γυνή,noun,e)carkei=n,ἐξαρκέω,verb,th\n,ὁ,article,δέ,particle,au(tou=,ἑαυτοῦ,pronoun,parou=san,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,e)/ti,ἔτι,adverb,loipo/n,λοιπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)paggei/lantos,ἀπαγγέλλω,verb,*)aristoge/nous,,,au)tw=|,αὐτός,pronoun,peri\,περί,preposition,a(pa/ntwn,ἅπας,adjective,tou/twn,οὗτος,pronoun,a)kribw=s,ἀκριβῶς,adverb,ou)d',οὐδέ,particle,e)ntau=q',ou)de/na,οὐδείς,pronoun,fai/netai,φαίνω,verb,lo/gon,λόγος,noun,ἐνταῦθα,adverb,poihsa/menos,ποιέω,verb,a)ll',ἀλλά,adverb,e)pibio/ntos,ἐπιβιόω,verb,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,tou=,ὁ,article,*polueu/ktou,Πολυεύκτος,proper,ple/on,πλέος,adjective,h)\,ἠέ,conjunction,pe/nq',πέντε,adverb,h(me/ras,ἡμέρα,noun,ou)/t',οὔτε,adverb,h)gana/kthsen,ἀγανακτέω,verb,ei)selqw\n,εἰσέρχομαι,verb,ou)/t',οὔτε,adverb,a)ntei=pen,ἀντεῖπον,verb,ou)de/n,οὐδείς,pronoun,ou)d',οὐδέ,particle,h(,ὁ,article,gunh/,γυνή,noun,parou=s',πάρειμι,verb,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,a(/pasin,ἅπας,adjective,tou/tois,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,ou)ke/ti,οὐκέτι,adverb,*polu/euktos,Πολυεύκτος,proper,au)ta\,αὐτός,pronoun,peisqei\s,πείθω,verb,e)moi\,ἐγώ,pronoun,katexari/zeto,καταχαρίζομαι,verb,w(s,ὡς,conjunction,e)/oiken,a)ll',ἀλλά,adverb,u(mei=s,σύ,pronoun,au)toi/,αὐτός,pronoun,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,toi/nun,τοίνυν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,memnhme/noi,μιμνήσκω,verb,safw=s,σαφής,adverb,e)a\n,ἐάν,conjunction,a)/ra,ti,τις,pronoun,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,ἄρα,particle,e)gxeirh=|,ἐγχειρέω,verb,nuni\,νυνί,adverb,diaba/llein,διαβάλλω,verb,a)nti/qete,ἀντίθετος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,d',δέ,particle,i(/n',ἵνα,conjunction,ei)dh=t',οἶδα,verb,a)kribw=s,ἀκριβῶς,adverb,o(/ti,ὅστις,pronoun,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,e)/xei,ἔχω,verb,tw=n,ὁ,article,martu/rwn,μάρτυρος,noun,τρόπος,noun,a)kou/sate,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,tw=n,ὁ,article,me\n,μέν,particle,xili/wn,χίλιοι,adjective,draxmw=n,δραχμή,noun,w(s,dikai/ws,δίκαιος,adjective,kai\,καί,conjunction,prosofeilome/nwn,προσοφείλω,verb,ὡς,conjunction,a)peti/mhse/,ἀποτιμάω,verb,moi,ἐγώ,pronoun,th\n,ὁ,article,oi)ki/an,οἰκία,noun,o(,ὁ,article,*polu/euktos,Πολυεύκτος,proper,au)to\s,αὐτός,pronoun,ou(=to/s,οὗτος,pronoun,moi,ἐγώ,pronoun,marturei=,μαρτύρομαι,verb,kai\,καί,conjunction,h(,ὁ,article,tou/tou,οὗτος,pronoun,gunh\,γυνή,noun,pro\s,πρός,preposition,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,tou/tois,οὗτος,pronoun,toi=s,ὁ,article,memarturhko/si,μαρτυρέω,verb,sugxwrou=ntes,συγχωρέω,verb,to/te,τότε,adverb,kai\,καί,conjunction,ou)/te,οὔτε,adverb,pro\s,πρός,preposition,to\n,ὁ,article,*polu/eukton,Πολυεύκτος,proper,a)nteipo/ntes,ἀντεῖπον,verb,e)pibio/nta,ἐπιβιόω,verb,tosau/tas,τοσοῦτος,adjective,h(me/ras,ἡμέρα,noun,ou)/te,οὔτε,adverb,pro\s,πρός,preposition,to\n,ὁ,article,*)aristoge/nh,Ἀριστογένης,proper,e)pei\,ἐπεί,conjunction,ta/xist',τάχιστος,adjective,h)/kousan,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,ei)/,εἰ,conjunction,ge,γε,particle,dikai/ws,δίκαιος,adjective,a)petimh/qh,ἀποτιμάω,verb,memnhme/nois,μιμνήσκω,verb,tou=,ὁ,article,no/mou,kata\,κατά,preposition,me\n,μέν,particle,tou=q',οὗτος,pronoun,νόμος,noun,u(mi=n,σύ,pronoun,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,a)poyhfi/sasqai,ἀποψηφίζομαι,verb,*spoudi/ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/yasqe,σκέπτομαι,verb,de\,δέ,particle,kai\,καί,conjunction,peri\,περί,preposition,tw=n,ὁ,article,ei)/kosi,εἴκοσι,verb,mnw=n,μνᾶ,noun,a(\s,ὅς,pronoun,ou)k,e)panafe/rei,ἐπαναφέρω,verb,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)ntauqoi=,ἐνταυθοῖ,adverb,pa/lin,πάλιν,adverb,au)to\s,αὐτός,pronoun,ou(=to/s,οὗτος,pronoun,moi,ἐγώ,pronoun,me/gistos,μέγας,adverb,e)/stai,ma/rtus,μάρτυς,noun,ou),οὐ,adverb,lo/gw|,λόγος,noun,εἰμί,verb,ma\,μά,particle,*di/',Δίη,proper,w(/sper,ὥσπερ,adverb,nu=n,νῦν,adverb,a)ntidikw=n,ἀντιδικέω,verb,touti\,οὗτος,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,ou)de\n,οὐδείς,pronoun,tekmh/rio/n,τεκμήριον,noun,e)stin),εἰμί,verb,a)ll',ἀλλά,adverb,e)/rgw|,ἔργον,noun,perifanei=,περιφαίνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,poiw=n,ποιέω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw|,οὗτος,pronoun,ga\r,γάρ,particle,h)/dh,ἤδη,adverb,prose/xete,προσέχω,verb,to\n,ὁ,article,nou=n,νόος,adjective,i(/n',ἵνα,conjunction,e)a\n,ἐάν,conjunction,a)/ra,tolma=|,τολμάω,verb,ti,τις,pronoun,kai\,καί,conjunction,ἄρος,adjective,peri\,περί,preposition,th=s,ὁ,article,mhtro\s,μήτηρ,noun,tw=n,ὁ,article,gunaikw=n,γυνή,noun,blasfhmei=n,βλασφημέω,verb,h)\,ἠέ,conjunction,peri\,περί,preposition,tw=n,ὁ,article,gramma/twn,γράμμα,noun,ei)do/tas,οἶδα,verb,u(ma=s,σύ,pronoun,mh\,μή,conjunction,du/nhtai,δύναμαι,verb,le/gwn,λέγω,verb,e)capata=n,ἐξαπατάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauti\,οὗτος,pronoun,ga\r,γάρ,particle,ta\,ὁ,article,gra/mmata,γράμμα,noun,kate/lipen,καταλιμπάνω,verb,me\n,μέν,particle,h(,ὁ,article,*polueu/ktou,Πολυεύκτος,proper,gunh/,kaqa/per,καθά,adverb,ei)=pon,εἶπον,verb,o)li/gw|,ὀλίγος,adjective,γυνή,noun,pro/teron,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(mologoume/nwn,ὁμολογέω,verb,de\,δέ,particle,tw=n,ὁ,article,shmei/wn,σημεῖον,noun,kai\,καί,conjunction,para\,παρά,preposition,th=s,ὁ,article,tou/tou,οὗτος,pronoun,gunaiko\s,kai\,καί,conjunction,para\,παρά,preposition,th=s,ὁ,article,γυνή,noun,e)mh=s,ἐμός,adjective,a)mfo/teroi,ἀμφότερος,adjective,paro/ntes,πάρειμι,verb,a)noi/cantes,ἀνοίγνυμι,verb,a)nti/grafa/,ἀντίγραφος,adjective,t',τε,particle,e)la/bomen,λαμβάνω,verb,ka)kei=na,ἐκεῖνος,pronoun,pa/lin,πάλιν,adverb,katashmhna/menoi,κατασημαίνω,verb,par',παρά,preposition,*)aristoge/nei,,,kateqe/meqa,κατατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,dh/,δή,particle,tou=t',οὗτος,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,ma/qete,μανθάνω,verb,pro\s,πρός,preposition,qew=n,,,,,,,,,,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nh=san,ἔνειμι,verb,me\n,μέν,particle,ga\r,γάρ,particle,ai(,ὁ,article,du/o,δύο,adjective,mnai=,μνᾶ,noun,h(,ὁ,article,timh\,τιμή,noun,tou=,oi)ke/tou,οἰκέτης,noun,kai\,καί,conjunction,ou),οὐ,adverb,ὁ,article,mo/non,μόνος,adjective,o(,ὁ,article,*polu/euktos,Πολυεύκτος,proper,a)poqnh/|skwn,ἀποθνήσκω,verb,tau/tas,οὗτος,pronoun,e)nekeklh/kei,ἐγκαλέω,verb,e)nh=san,ἔνειμι,verb,d',δέ,particle,ai(,ὁ,article,xi/liai,χίλιοι,adjective,kai\,καί,conjunction,o)ktako/siai,ὀκτακόσιοι,adjective,draxmai/,δραχμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,d',δέ,particle,a)nagnou/s,ἀναγιγνώσκω,verb,ei),εἰ,conjunction,me\n,μέν,particle,au)tw=|,αὐτός,pronoun,mhde\n,μηδείς,pronoun,prosh=ken,προσήκω,verb,mhd',a)lhqh=,ἀληθής,adjective,ta\,ὁ,article,gegramme/n',γράφω,verb,μηδέ,particle,h)=n,εἰμί,verb,ti/,τίς,pronoun,dh/,δή,particle,pot',ποτέ,particle,ou)k,οὐ,adverb,eu)qu\s,εὐθύς,adverb,h)gana/ktei,ἀγανακτέω,verb,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,de\,δέ,particle,suneshmai/neto,συσσημαίνομαι,verb,pa/lin,πάλιν,adverb,ta\,ὁ,article,mhde\n,μηδείς,pronoun,u(gie\s,ὑγιής,adverb,o)/nta,εἰμί,verb,mhd',a)lhqh=,ἀληθής,adjective,gra/mmata,γράμμα,noun,,,,μηδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
touti\,οὗτος,pronoun,ga\r,γάρ,particle,ou)d',οὐδέ,particle,a)\n,ἄν,particle,ei(=s,εἷς,adjective,dh/pou,δήπου,particle,mh\,μή,conjunction,pa=sin,πᾶς,adjective,o(mologw=n,toi=s,ὁ,article,gegramme/nois,γράφω,verb,poih/seien,ποιέω,verb,ὁμολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
