word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS
a)lla\,ἀλλά,adverb,mh/n,μήν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,tou=to/,οὗτος,pronoun,ge,γε,particle,deino\n,δεινός,adjective,dh/pou,ei),εἰ,conjunction,pro\s,πρός,preposition,ta\,ὁ,article,δήπου,particle,sugkexwrhme/n',συγχωρέω,verb,u(p',ὑπό,preposition,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,e)ce/stai,ἔξεστι,verb,nu=n,νῦν,adverb,a)ntile/gein,ἀντιλέγω,verb,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,shmei=on,σημεῖον,noun,u(mi=n,σύ,pronoun,e)/stai,εἰμί,verb,dio/ti,διότι,conjunction,pa/ntes,πᾶς,adjective,a)/nqrwpoi,ἄνθρωπος,noun,pro\s,πρός,preposition,ta\,ὁ,article,mh/t',μήτε,particle,a)lhqh=,ἀληθής,adjective,mh/te,μήτε,particle,di/kaia,δίκαιος,adjective,tw=n,ὁ,article,e)gklhma/twn,ἔγκλημα,noun,ou),οὐ,adverb,katasiwpa=n,κατασιωπάω,verb,a)lla\,ἀλλά,adverb,paraxrh=m',παραχρῆμα,adverb,a)mfisbhtei=n,ἀμφισβητέω,verb,ei)w/qamen,ἔθω,verb,mh\,μή,conjunction,poih/santes,ποιέω,verb,de\,δέ,particle,tau=ta,οὗτος,pronoun,a)\n,ἄν,particle,u(/steron,ὕστερος,adjective,a)ntidikw=sin,ἀντιδικέω,verb,ponhroi\,πονηρός,adjective,kai\,καί,conjunction,sukofa/ntai,συκοφάντης,noun,dokou=sin,δοκέω,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,toi/nun,τοίνυν,particle,*spoudi/as,,,ou)de\n,οὐδείς,pronoun,h(=tton,ἥσσων,adverb,e)mou=,ἐγώ,pronoun,gignw/skwn,γιγνώσκω,verb,a)ll',oi)=mai,οἴομαι,verb,me\n,μέν,particle,kai\,καί,conjunction,ἀλλά,adverb,a)kribe/steron,ἀκριβής,adjective,o(/sw|,ὅσος,adjective,kai\,καί,conjunction,pukno/teron,πυκνός,adjective,e)ntauqoi=,ἐνταυθοῖ,adverb,pare/rxetai,παρέρχομαι,verb,pa=sin,πᾶς,adjective,e)nanti/a,ἐναντίος,adjective,toi=s,ὁ,article,pepragme/nois,πράσσω,verb,au(tw=|,ἑαυτοῦ,pronoun,le/gwn,λέγω,verb,ou)k,οὐ,adverb,ai)sxu/netai,αἰσχύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,polla/kis,πολλάκις,adverb,u(mei=s,σύ,pronoun,e(\n,εἷς,adjective,mo/non,μόνος,adjective,skeuw/rhma,σκευώρημα,noun,sunido/ntes,σύνεῖδον,verb,tou/tw|,οὗτος,pronoun,kata\,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,tw=n,ὁ,article,κατά,preposition,e)gkaloume/nwn,ἐγκαλέω,verb,e)xrh/sasqe,χράω,verb,tekmhri/w|,τεκμήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw|,οὗτος,pronoun,d',δέ,particle,a(/panq',ἅπας,adjective,u(f',ὑπό,preposition,au(tou=,ἑαυτοῦ,pronoun,sumbe/bhken,συμβαίνω,verb,e)cele/gxesqai,ἐξελέγχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,labe\,λαμβάνω,verb,th\n,ὁ,article,marturi/an,μαρτυρία,noun,w(s,ὡς,conjunction,w(mologei=to,ὁμολογέω,verb,to/te,τότε,adverb,ta\,shmei=a,σημεῖον,noun,tw=n,ὁ,article,gramma/twn,γράμμα,noun,ὁ,article,u(po\,ὑπό,preposition,th=s,ὁ,article,tou/tou,οὗτος,pronoun,gunaiko/s,γυνή,noun,kai\,καί,conjunction,nu=n,νῦν,adverb,u(po\,ὑπό,preposition,*spoudi/ou,,,katashmanqe/nta,κατασημαίνω,verb,kei=tai,κέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,toi/nun,τοίνυν,particle,ou(/tws,οὕτως,adverb,safw=s,σαφής,adverb,a)podedeigme/nwn,ἀποδείκνυμι,verb,h(gou=mai,ἡγέομαι,verb,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,e)/ti,dei=n,δέω,verb,plei/w,πλέως,adjective,le/gein,λέγω,verb,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(po/te,ὁπότε,adverb,ga\r,γάρ,particle,kai\,καί,conjunction,no/mous,νόμος,noun,e)/xw,ἔχω,verb,pare/xesqai,παρέχω,verb,kai\,καί,conjunction,ma/rturas,μάρτυς,noun,a(pa/ntwn,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,kai\,καί,conjunction,ἅπας,adjective,to\n,ὁ,article,a)nti/dikon,ἀντίδικος,adjective,au)to\n,αὐτός,pronoun,o(mologou=nta/,ὁμολογέω,verb,moi,ἐγώ,pronoun,ti/,τίς,pronoun,dei=,δέομαι,verb,makrw=n,μακρός,adjective,e)/ti,ἔτι,adverb,lo/gwn,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,d',δέ,particle,a)\n,ἄν,particle,a)/ra,ἄρος,adjective,peri\,περί,preposition,th=s,ὁ,article,proiko\s,προίξ,adjective,a)ganakth=|,ἀγανακτέω,verb,kai\,fa/skh|,φάσκω,verb,pleonektei=sqai,πλεονεκτέω,verb,tai=s,ὁ,article,καί,conjunction,xili/ais,χίλιοι,adjective,draxmai=s,δραχμή,noun,yeu/setai,ψεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,e)/xwn,ἔχω,verb,e)/latton,ἐλάσσων,adjective,a)mfisbhtei=,ἀμφισβητέω,verb,pro\s,πρός,preposition,au)ta/s,αὐτός,pronoun,a)lla\,ἀλλά,adverb,ple/on,w(s,ὡς,conjunction,au)ti/x',αὐτίκα,adverb,u(mi=n,σύ,pronoun,πλέος,adjective,e)/stai,εἰμί,verb,fanero/n,φανερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)ll',ἀλλά,adverb,ei),εἰ,conjunction,pa/nta,πᾶς,adjective,tau=q',οὗτος,pronoun,w(s,ὡς,conjunction,a)lhqw=s,ἀληθής,adjective,sune/bh,ou),οὐ,adverb,dh/pou,δήπου,particle,di/kaion,δίκαιος,adjective,συμβαίνω,verb,e)me\,ἐγώ,pronoun,th\n,ὁ,article,o(mologhqei=san,ὁμολογέω,verb,proi=ka,προίξ,adjective,mh\,μή,conjunction,labei=n,λαμβάνω,verb,ei)/per,εἴπερ,conjunction,o)/felo/s,ὄφελος,noun,ti,τις,pronoun,tw=n,ὁ,article,no/mwn,νόμος,noun,e)sti/n,εἰμί,verb,ou)de/,οὐδέ,particle,ge,γε,particle,to\n,ὁ,article,*polu/eukton,Πολυεύκτος,proper,ei),εἰ,conjunction,tw=n,ὁ,article,qugate/rwn,θυγάτηρ,adjective,e)bou/leto,βούλομαι,verb,th=|,ὁ,article,me\n,μέν,particle,e)la/ttw,ἐλάσσων,adjective,th=|,ὁ,article,de\,δέ,particle,plei/w,πλέως,adjective,proi=k',προίξ,adjective,e)pidou=nai,ἐπιδίδωμι,verb,diakwluqh=nai,διακωλύω,verb,nu=n,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soi\,σύ,pronoun,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,mh\,μή,conjunction,lamba/nein,λαμβάνω,verb,e)ch=n,ἔξεστι,verb,w)=,ὦ,interjection,*spoudi/a,,,mh\,prostiqeme/nwn,προστίθημι,verb,w(/sper,ὥσπερ,adverb,e)moi\,ἐγώ,pronoun,μή,conjunction,tw=n,ὁ,article,xiliw=n,χίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)de\n,οὐδείς,pronoun,e)/latton,ἐλάσσων,adjective,ei)=xes,ἔχω,verb,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,dida/cw,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,d',δέ,particle,e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,e)ce/doto,ἐκδίδωμι,verb,tou/tw|,οὗτος,pronoun,labe/,λαμβάνω,verb,moi,ἐγώ,pronoun,th\n,marturi/an,μαρτυρία,noun,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ou)=n,οὖν,particle,ou)de\n,οὐδείς,pronoun,e)/latton,ἐλάσσων,adjective,e)/xei,ἔχω,verb,fh/sei,φημί,verb,tis,τις,pronoun,ei),εἰ,conjunction,tou/tw|,me\n,μέν,particle,e)n,ἐν,preposition,tai=s,ὁ,article,οὗτος,pronoun,tettara/konta,τεσσαράκοντα,adjective,mnai=s,μνᾶ,noun,e)netima=to,ἐντιμάω,verb,ta\,ὁ,article,xrusi/a,χρυσίον,noun,kai\,καί,conjunction,ta\,ὁ,article,i(ma/tia,ἱμάτιον,adjective,tw=n,ὁ,article,xiliw=n,χίλιοι,adjective,e)moi\,ἐγώ,pronoun,d',δέ,particle,ai(,ὁ,article,de/ka,δέκα,verb,mnai=,μνᾶ,noun,xwri\s,χωρίς,adverb,prosapedi/donto,προσαποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,dh\,δή,particle,kai\,καί,conjunction,me/llw,μέλλω,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,*spoudi/as,,,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,para\,παρά,preposition,tou=,*lewkra/tous,Λεωκράτης,proper,e)/xousan,ἔχω,verb,ta\,ὁ,article,ὁ,article,xrusi/a,χρυσίον,noun,kai\,καί,conjunction,ta\,ὁ,article,i(ma/tia,ἱμάτιον,adjective,th\n,ὁ,article,gunai=k',γυνή,noun,e)/laben,λάπτω,verb,w(=n,ὅς,pronoun,o(,ὁ,article,*polu/euktos,Πολυεύκτος,proper,prosape/teisen,προσαποτίνω,verb,tw=|,ὁ,article,*lewkra/tei,Λεωκράτης,proper,plei=n,πλέω,verb,h)\,ἠέ,conjunction,xili/as,χίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a(/per,ὅς,pronoun,e)/pemye/,πέμπω,verb,moi,ἐγώ,pronoun,xwri\s,χωρίς,adverb,th=s,ὁ,article,proiko/s,προίξ,adjective,o(/s',e)/xw,ἔχω,verb,mo/non,μόνος,adjective,pro\s,πρός,preposition,ὅσος,adjective,ta\,ὁ,article,tou/tw|,οὗτος,pronoun,doqe/nt',δίδωμι,verb,e)a\n,ἐάν,conjunction,a)ntiqh=|,ἀνατίθημι,verb,tis,τις,pronoun,eu(rh/sei,εὑρίσκω,verb,paraplh/sia,παραπλήσιος,adjective,xwri\s,χωρίς,adverb,tw=n,ὁ,article,ei)s,εἰς,preposition,ta\s,ὁ,article,xili/as,χίλιοι,adjective,a)potimhqe/ntwn,ἀποτιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,ei)ko/tws,ἐοικότως,adverb,e)n,ἐν,preposition,tai=s,ὁ,article,tettara/konta,τεσσαράκοντα,adjective,mnai=s,μνᾶ,noun,e)netima=to,ἐντιμάω,verb,tau=ta,οὗτος,pronoun,a(/per,a)petetei/kei,ἀποτίνω,verb,tw=|,ὁ,article,*lewkra/tei,Λεωκράτης,proper,ὅς,pronoun,kai\,καί,conjunction,plei/w,πλέως,adjective,tw=n,ὁ,article,e)moi\,ἐγώ,pronoun,doqe/ntwn,δίδωμι,verb,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,labe\,λαμβάνω,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,th\n,ὁ,article,a)pografh\n,ἀπογραφή,noun,tau/thn,οὗτος,pronoun,kai\,le/g',λέγω,verb,au)toi=s,αὐτός,pronoun,a(/per,ὅς,pronoun,καί,conjunction,e(ka/teros,ἑκάτερος,adjective,h(mw=n,ἐγώ,pronoun,e)/xei,ἔχω,verb,meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,th\n,ὁ,article,tw=n,ὁ,article,diaithtw=n,διαιτητής,noun,marturi/an,μαρτυρία,noun,i(/n',ἵνα,conjunction,i)/dwsin,εἶδον,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,pollw=|,πολύς,adjective,plei/w,πλέως,adjective,xrh/mat',χρῆμα,adjective,e)/xei,ἔχω,verb,kai\,καί,conjunction,peri\,περί,preposition,tou/twn,οὗτος,pronoun,o(,ὁ,article,*lewkra/ths,Λεωκράτης,proper,e)neka/lei,ἐγκαλέω,verb,kai\,καί,conjunction,kata\,κατά,preposition,tau=t',οὗτος,pronoun,e)/gnwsan,γιγνώσκω,verb,oi(,ὁ,article,diaithtai/,διαιτητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,ou)=n,οὖν,particle,ou),οὐ,adverb,fanerw=s,φανερός,adjective,ou(=tos,οὗτος,pronoun,me\n,μέν,particle,e)/xei,ἔχω,verb,tettara/konta,τεσσαράκοντα,adjective,mna=s,pa/lai,πάλαι,adverb,th\n,ὁ,article,proi=ka,προίξ,adjective,μνᾶ,noun,e)gw\,ἐγώ,pronoun,de\,δέ,particle,ta\s,ὁ,article,me\n,μέν,particle,tria/konta,τριάκοντα,noun,kaqa/per,καθά,adverb,ou(=tos,οὗτος,pronoun,ta\s,ὁ,article,de\,δέ,particle,xili/as,χίλιοι,adjective,ou),οὐ,adverb,mo/non,μόνος,adjective,u(/steron,ὕστερος,adjective,ou)k,οὐ,adverb,e)komisa/mhn,κομίζω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,nuni\,νυνί,adverb,kinduneu/w,κινδυνεύω,verb,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,w(s,ὡς,conjunction,a)di/kws,ἄδικος,adjective,e)/xwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,tau=ta,οὗτος,pronoun,me/ntoi,μέντοι,particle,*spoudi/as,,,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,toi=s,ὁ,article,fi/lois,ou)k,οὐ,adverb,e)bou/let',βούλομαι,verb,e)pitre/yas,ἐπιτρέπω,verb,φίλος,adjective,a)pallagh=nai,ἀπαλλάσσω,verb,tw=n,ὁ,article,pro\s,πρός,preposition,e)/m',ἐγώ,pronoun,e)gklhma/twn,ἔγκλημα,noun,o(/ti,ὅστις,pronoun,sune/bainen,συμβαίνω,verb,au)tw=|,αὐτός,pronoun,pa/nta,πᾶς,adjective,tau=t',οὗτος,pronoun,e)cele/gxesqai,ἐξελέγχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=sin,πᾶς,adjective,ga\r,γάρ,particle,tou/tois,οὗτος,pronoun,paragegenhme/noi,παραγίγνομαι,verb,kai\,καί,conjunction,safw=s,σαφής,adverb,ei)do/tes,οἶδα,verb,ou)k,οὐ,adverb,e)pe/trepon,au)tw=|,αὐτός,pronoun,le/gein,λέγω,verb,o(/,ὅς,pronoun,ἐπιτρέπω,verb,ti,τις,pronoun,tu/xoi,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
par',παρά,preposition,u(mi=n,σύ,pronoun,d',δέ,particle,oi)/etai,οἴομαι,verb,yeudo/menos,ψεύδω,verb,e)mou=,ἐγώ,pronoun,ta)lhqh=,ἀληθής,adjective,le/gontos,λέγω,verb,perigenh/sesqai,,,,,,,,,,περιγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,peri\,περί,preposition,w(=n,ὅς,pronoun,e)gkalw=,ἐγκαλέω,verb,pa/nq',πᾶς,adjective,u(mi=n,σύ,pronoun,a)pe/deica,ἀποδείκνυμι,verb,safw=s,σαφής,adverb,w(s,oi(=o/s,οἷος,adjective,t',τε,particle,h)=n,εἰμί,verb,ὡς,conjunction,au)to/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,d',δέ,particle,ei)do/tas,οἶδα,verb,ou(=tos,οὗτος,pronoun,e)/feugen,φεύγω,verb,ou)x,οὐ,adverb,h(gou/menos,ἡγέομαι,verb,ei)=nai,εἰμί,verb,paralogi/sasqai,,,,,,,,,,παραλογίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,toi/nun,τοίνυν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,mhd',μηδέ,particle,u(mei=s,σύ,pronoun,e)pitre/pet',ἐπιτρέπω,verb,au)tw=|,yeu/desqai,ψεύδω,verb,kai\,καί,conjunction,diaba/llein,διαβάλλω,verb,αὐτός,pronoun,memnhme/noi,μιμνήσκω,verb,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/ste,οἶδα,verb,ga\r,γάρ,particle,pa/nq',πᾶς,adjective,w(s,ὡς,conjunction,e)ge/neto,γίγνομαι,verb,plh\n,πλήν,preposition,ei)/,εἰ,conjunction,ti,τις,pronoun,pare/lipon,e)gw\,ἐγώ,pronoun,pro\s,πρός,preposition,o)li/gon,ὀλίγος,adjective,παραλείπω,verb,u(/dwr,ὕδωρ,noun,a)nagkazo/menos,ἀναγκάζω,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
