word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS
ta\,ὁ,article,d',δέ,particle,u(penanti/a,ὑπεναντίος,adjective,a)po\,ἀπό,preposition,du/o,δύο,adjective,a)rxe/wn,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,a)po\,ἀπό,preposition,mih=s,εἷς,adjective,e)f',ἐπί,preposition,o(/moion,ὅμοιος,adjective,e)s,εἰς,preposition,to\,ὁ,article,mo/nimon,μόνιμος,adjective,oi(=on,οἷος,adjective,to\,ὁ,article,me/son,μέσος,adjective,th=s,kefalh=s,κεφαλή,noun,h)\,ἠέ,conjunction,o(/,ὅς,pronoun,ti,τις,pronoun,a)/llo,ἄλλος,adjective,toiou=ton,τοιοῦτος,adjective,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,kineu/mena,κινέω,verb,oi(=on,οἷος,adjective,a)/rqra,ἄρθρον,noun,o(/ph,ὅπη,adverb,me\n,μέν,particle,cugka/mptetai,συγκάμπτω,verb,w(s,ὡς,conjunction,h(/kista,ἥκιστος,adjective,kai\,καί,conjunction,eu)stale/stata,εὐσταλής,adjective,periba/llein,oi(=on,οἷος,adjective,i)gnu/h|,ἰγνύα,noun,,,,,,,,,,,,,,,,,,,περιβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ph,ὅπη,adverb,de\,δέ,particle,peritei/netai,περιτείνω,verb,a(pla=,ἁπλόος,adjective,te,τε,particle,kai\,καί,conjunction,plate/a,πλατύς,adjective,oi(=on,οἷος,adjective,mu/lh|,μύλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosperiba/llein,προσπεριβάλλω,verb,de\,δέ,particle,katalh/yios,κατάληψις,noun,me\n,μέν,particle,tw=n,ὁ,article,peri\,περί,preposition,tau=ta,οὗτος,pronoun,ei(/neka,ἕνεκα,preposition,a)nalh/yios,ἀνάληψις,noun,de\,δέ,particle,tou=,ὁ,article,cu/mpantos,σύμπας,adjective,e)pide/smou,e)n,ἐν,preposition,toi=sin,τίς,pronoun,a)treme/ousi,ἀτρεμέω,verb,kai\,καί,conjunction,laparwte/roisi,λαπαρός,adjective,tou=,ὁ,article,sw/matos,σῶμα,adjective,oi(=on,οἷος,adjective,ἐπίδεσμον,noun,to\,ὁ,article,a)/nw,ἄνω,adverb,kai\,καί,conjunction,to\,ὁ,article,ka/tw,κάτος,adjective,tou=,gou/natos,γόνυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,
o(mologe/ei,ὁμολογέω,verb,de\,δέ,particle,w)/mou,ὦμος,noun,me\n,μέν,particle,h(,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,e(te/rhn,ἕτερος,adjective,masxa/lhn,μασχάλη,adjective,peribolh\,περιβολή,noun,boubw=nos,βουβών,noun,de\,δέ,particle,h(,peri\,περί,preposition,to\n,ὁ,article,e(/teron,ἕτερος,adjective,enew=na,,,kai\,καί,conjunction,knh/mhs,κνήμη,adjective,h(,ὁ,article,u(pe\r,ὑπέρ,preposition,ὁ,article,gastroknhmi/hs,γαστροκνημία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(oko/soisi,ὁπόσος,adjective,me\n,μέν,particle,a)/nw,ἄνω,adverb,h(,ὁ,article,fugh\,φυγή,noun,ka/twqen,κάτωθεν,adverb,h(,ὁ,article,a)nti/lhyis,ἀντίληψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,de\,δέ,particle,ka/tw,κάτος,adjective,tou)nanti/on,ἐναντίον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,de\,δέ,particle,mh\,μή,conjunction,e)/sti,εἰμί,verb,oi(=on,οἷος,adjective,kefalh=|,κεφαλή,noun,toute/wn,οὗτος,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,o(malwta/tw|,ὁμαλός,adjective,ta\s,ὁ,article,katalh/yias,κατάληψις,noun,poie/esqai,kai\,καί,conjunction,h(/kista,ἥκιστος,adjective,locw=|,λοξός,adjective,tw=|,ὁ,article,e)pide/smw|,ἐπίδεσμον,noun,xre/esqai,χράομαι,verb,w(s,ὡς,conjunction,to\,ὁ,article,ποιέω,verb,monimw/taton,μόνιμος,adjective,u(/staton,ὕστατος,adjective,periblhqe\n,περιβάλλω,verb,ta\,ὁ,article,planwde/stata,πλανώδης,adjective,kate/xh|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κατέχω,verb,,
*(oko/soisi,ὁπόσος,adjective,de\,δέ,particle,toi=sin,τίς,pronoun,o)qoni/oisi,ὀθόνιον,noun,mh\,μή,conjunction,eu)katalh/ptws,εὐκατάληπτος,adjective,mhde\,μηδέ,particle,eu)analh/ptws,εὐανάληπτος,adjective,e)/xei,ἔχω,verb,*ra/mmasi,,,ta\s,ὁ,article,a)nalh/yias,ἀνάληψις,noun,poie/esqai,e)k,ἐκ,preposition,katabolh=s,καταβολεύς,noun,h)\,ἠέ,conjunction,cur)*rafh=s,,,,,,,,,,,,,,,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pide/smata,ἐπίδεσμα,noun,kaqara\,καθαρός,adjective,kou=fa,κοῦφος,adjective,malqaka\,μαλθακός,adjective,lepta/,λεπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(eli/ssein,ἑλίσσω,verb,a)mfote/rh|sin,ἀμφότερος,adjective,a(/ma,ἅμα,adverb,kai\,καί,conjunction,e(kate/rh|,ἑκάτερος,adjective,xwri\s,χωρίς,adverb,a)ske/ein,ἀσκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,prepou/sh|,πρέπω,verb,de\,δέ,particle,e)s,εἰς,preposition,ta\,ὁ,article,pla/th,πλάτη,noun,kai\,καί,conjunction,ta\,ὁ,article,pa/xh,πάχος,adjective,tw=n,ὁ,article,mori/wn,μόριον,noun,tekmairo/menon,τεκμαίρομαι,verb,xre/esqai,,,,,,,,,,,,,,,,,,,,,,,,,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(eli/cios,,,kefalai\,κεφαλή,noun,sklhrai\,σκληρός,adjective,o(malai\,ὁμαλός,adjective,eu)krine/es,εὐκρινής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,dh\,δή,particle,me/llonta,μέλλω,verb,a)popi/ptein,ἀποπίπτω,verb,kaki/w,κακός,adjective,taxe/ws,ταχέως,adverb,a)popeso/ntwn,ἀποπίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,w(s,ὡς,conjunction,mh/te,μήτε,particle,pie/zein,πιέζω,verb,mh/te,μήτε,particle,a)popi/ptein,ἀποπίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,de\,δέ,particle,e)/xetai,ἔχω,verb,h)\,ἠέ,conjunction,e)pi/desis,ἐπίδεσις,noun,h)\,ἠέ,conjunction,u(po/desis,ὑπόδεσις,noun,h)\,ἠέ,conjunction,a)mfo/tera,ἀμφότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po/desis,ὑπόδεσις,noun,me\n,μέν,particle,ai)ti/h,αἰτία,noun,w(/ste,ὥστε,conjunction,h)\,ἠέ,conjunction,a)festew=ta,ἀφίστημι,verb,prostei=lai,προστέλλω,verb,h)\,ἠέ,conjunction,e)kpeptame/na,ἐκπετάννυμι,verb,sustei=lai,συστέλλω,verb,h)\,ἠέ,conjunction,cunestalme/na,συστέλλω,verb,diastei=lai,h)\,ἠέ,conjunction,diestramme/na,διαστρέφω,verb,diorqw=sai,διορθόω,verb,h)\,ἠέ,conjunction,ta)nanti/a,ἐναντίος,adjective,,,,,,,,,,διαστέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paraskeua/zein,παρασκευάζω,verb,de\,δέ,particle,o)qo/nia,ὀθόνιον,noun,kou=fa,κοῦφος,adjective,lepta\,λεπτόν,noun,malqaka\,μαλθακός,adjective,kaqara\,καθαρός,adjective,plate/a,πλατύς,adjective,mh\,μή,conjunction,e)/xonta,ἔχω,verb,cur)*rafa\s,,,mhd',μηδέ,particle,e)casti/as,kai\,καί,conjunction,u(gie/a,ὑγιής,adverb,w(/ste,ὥστε,conjunction,ta/nusin,τάνυσις,noun,fe/rein,φέρω,verb,kai\,καί,conjunction,o)li/gw|,ὀλίγος,adjective,kre/ssw,κρείσσων,verb,,,mh\,μή,conjunction,chra\,ξηρός,adjective,a)ll',ἀλλά,adverb,e)/gxuma,ἔγχυμος,adjective,xumw=|,χυμός,noun,w(=|,e(/kasta,ἕκαστος,adjective,cu/ntrofa,σύντροφος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,
a)festew=ta,ἀφίστημι,verb,me\n,μέν,particle,w(/ste,ὥστε,conjunction,ta\,ὁ,article,mete/wra,μετέωρος,adjective,th=s,ὁ,article,e(/drhs,ἕδρα,noun,yau/ein,ψαύω,verb,me\n,μέν,particle,pie/zein,πιέζω,verb,de\,δέ,particle,mh/,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/rxesqai,ἄρχω,verb,de\,δέ,particle,e)k,ἐκ,preposition,tou=,ὁ,article,u(gie/os,ὑγιής,adverb,teleuta=|n,τελευτάω,verb,de\,δέ,particle,pro\s,πρός,preposition,to\,ὁ,article,e(/lkos,ἕλκος,noun,w(s,ὡς,conjunction,to\,ὁ,article,me\n,u(peo\n,ὕπειμι,verb,e)caqe/lghtai,,,e(/teron,ἕτερος,adjective,de\,δέ,particle,mh\,μή,conjunction,e)piculle/ghtai,συλλέγω,verb,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pidei=n,ἐπεῖδον,verb,ta\,ὁ,article,me\n,μέν,particle,o)rqa\,ὀρθός,adjective,e)s,εἰς,preposition,o)rqo\n,ὀρθός,adjective,ta\,ὁ,article,de\,δέ,particle,loca\,λοξός,adjective,locw=s,λοξός,adjective,e)n,ἐν,preposition,sxh/mati,σχῆμα,noun,a)po/nw|,e)n,ἐν,preposition,w(=|,ὅς,pronoun,mh/te,μήτε,particle,a)po/sfigcis,ἀπόσφιγξις,noun,mh/te,μήτε,particle,a)po/stasis,ἀπόστασις,noun,e)/stai,εἰμί,verb,tis,τις,pronoun,ἄπονος,adjective,e)c,ἐκ,preposition,ou(=,ἕ,pronoun,o(/tan,ὅταν,conjunction,metalla/ssh|,μεταλλάσσω,verb,h)\,ἠέ,conjunction,e)s,a)na/lhyin,ἀνάληψις,noun,h)\,ἠέ,conjunction,e)s,εἰς,preposition,qe/sin,θέσις,noun,ou),οὐ,adverb,metalla/cousin,μεταλήγω,verb,a)ll',ἀλλά,adverb,o(/moia,ὅμοιος,adjective,tau=ta,οὗτος,pronoun,e(/cou/si,ἔχω,verb,mu/es,μῦς,noun,fle/bes,φλέψ,noun,neu=ra,o)ste/a,ὀστέον,noun,h(=|,ὅς,pronoun,ma/lista,μάλιστα,adverb,eu)/qeta,εὔθετος,adjective,kai\,καί,conjunction,eu)/sxeta,εὔσχετος,adjective,,,,,,,εἰς,preposition,νεῦρον,noun
a)nalela/fqai,ἀναλαμβάνω,verb,de\,δέ,particle,h)\,ἠέ,conjunction,ke/esqai,κέω,verb,e)n,ἐν,preposition,sxh/mati,σχῆμα,noun,a)po/nw|,ἄπονος,adjective,tw=|,ὁ,article,kata\,κατά,preposition,fu/sin,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,de\,δέ,particle,a)\n,ἄν,particle,a)posth=|,ἀφίστημι,verb,ta)nanti/a,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,de\,δέ,particle,e)kpeptame/na,ἐκπετάννυμι,verb,custei=lai,συστέλλω,verb,ta\,ὁ,article,me\n,μέν,particle,a)/lla,ἄλλος,adjective,kata\,κατά,preposition,ta\,ὁ,article,au)ta\,αὐτός,pronoun,e)k,ἐκ,preposition,pollou=,πολύς,adjective,de/,tinos,τις,pronoun,dei=,δέομαι,verb,th\n,ὁ,article,cunagwgh\n,συναγωγή,noun,kai\,καί,conjunction,e)k,ἐκ,preposition,prosagwgh=s,προσαγωγεύς,noun,th\n,ὁ,article,δέ,particle,pi/ecin,,,to\,ὁ,article,prw=ton,πρότερος,adjective,h(/kista,ἥκιστος,adjective,e)/peita,ἔπειτα,adverb,e)pi\,ma=llon,μᾶλλον,adverb,o(/rion,ὅριον,noun,tou=,ὁ,article,ma/lista,μάλιστα,adverb,to\,ὁ,article,cumyau/ein,συμψαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,
w(=n,ὅς,pronoun,de\,δέ,particle,cunestalme/na,συστέλλω,verb,diastei=lai,διαστέλλω,verb,cu\n,σύν,preposition,me\n,μέν,particle,flegmonh=|,φλεγμονή,noun,ta)nanti/a,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/neu,ἄνευ,preposition,de\,δέ,particle,tau/ths,οὗτος,pronoun,paraskeuh=|,παρασκευή,noun,me\n,μέν,particle,th=|,ὁ,article,au)th=|,αὐτός,pronoun,e)pide/sei,ἐπίδεσις,noun,de\,δέ,particle,e)nanti/h|,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diestramme/na,διαστρέφω,verb,de\,δέ,particle,diorqw=sai,διορθόω,verb,ta\,ὁ,article,me\n,μέν,particle,a)/lla,ἄλλος,adjective,kata\,κατά,preposition,ta\,ὁ,article,au)ta/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,de\,δέ,particle,ta\,ὁ,article,me\n,μέν,particle,a)pelhluqo/ta,ἀπέρχομαι,verb,e)pagagei=n,ἐπάγω,verb,u(pode/sei,ὑπόδεσις,noun,parakollh/sei,παρακόλλησις,noun,a)nalh/yei,ἀνάληψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)nanti/a,ἐναντίος,adjective,e)nanti/ws,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kath/gmasi,,,de\,δέ,particle,splhnw=n,σπλήν,noun,mh/kea,μῆκος,adjective,pla/tea,πλάτης,noun,pa/xea,πάχος,adjective,plh/qea,πλῆθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh=kos,μῆκος,adjective,o(/sh,ὅσος,adjective,h(,ὁ,article,e)pi/desis,ἐπίδεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pla/tos,πλάτος,adjective,triw=n,τρεῖς,noun,h)\,ἠέ,conjunction,tessa/rwn,τέσσαρες,noun,daktu/lwn,δάκτυλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/xos,πάχος,adjective,triptu/xous,τρίπτυχος,adjective,h)\,ἠέ,conjunction,tetraptu/xous,τετράπτυχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plh=qos,πλῆθος,noun,kukleu=ntas,κυκλέω,verb,mh\,μή,conjunction,u(perba/llein,ὑπερβάλλω,verb,mhde\,μηδέ,particle,e)llei/pein,ἐλλείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,de\,δέ,particle,e)s,εἰς,preposition,dio/rqwsin,διόρθωσις,noun,mh=kos,μῆκος,adjective,kukleu=nta,κυκλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pla/tos,πλάτος,adjective,kai\,καί,conjunction,pa/xos,πάχος,adjective,th=|,ὁ,article,e)ndei/h|,ἔνδεια,noun,tekmai/resqai,τεκμαίρομαι,verb,mh\,μή,conjunction,a)qro/a,ἀθρόος,adjective,plhreu=nta,πληρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,o)qoni/wn,ὀθόνιον,noun,u(podesmi/des,ὑποδεσμίς,noun,ei)si\,εἰμί,verb,du/o,δύο,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
