word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS
th\n,ὁ,article,de\,δέ,particle,h(me/rhn,ἡμέρα,noun,tau/thn,οὗτος,pronoun,kai\,καί,conjunction,nu/kta,νύξ,adjective,o)li/gw|,ὀλίγος,adjective,ma=llon,μᾶλλον,adverb,th\n,ὁ,article,d',δέ,particle,u(ste/rhn,ὑστέρα,noun,h(=sson,ἥσσων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/th,τρίτος,adjective,xalara/,χαλαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu(reqh/tw,εὑρίσκω,verb,de\,δέ,particle,th=|,ὁ,article,me\n,μέν,particle,u(sterai/h|,ὑστεραῖος,adjective,e)n,ἐν,preposition,a)/kroisin,ἄκρος,adjective,oi)/dhma,οἴδημα,noun,malqako/n,μαλθακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,tri/th|,τρίτος,adjective,de\,δέ,particle,to\,ὁ,article,e)pideqe\n,ἐπιδέω,verb,luqe\n,λύω,verb,i)sxno/teron,ἰσχνός,adjective,para\,παρά,preposition,pa/sas,πᾶς,adjective,ta\s,ὁ,article,e)pide/sias,ἐπίδεσις,noun,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,u(sterai/h|,ὑστεραῖος,adjective,e)pide/sei,ἐπίδεσις,noun,h)\n,ἐάν,conjunction,dikai/ws,δίκαιος,adjective,e)pidedeme/non,ἐπιδέω,verb,fanh=|,φαίνω,verb,maqei=n,μανθάνω,verb,dei=,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nteu=qen,ἐντεῦθεν,adverb,de\,δέ,particle,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,ple/osi,πλείων,verb,piexqh/tw,πιέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,tri/th|,τρίτος,adjective,e)pi\,ἐπί,preposition,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,ple/osin,πλείων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,e(bdo/mh|,ἕβδομος,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,prw/ths,πρότερος,adjective,e)pide/sios,ἐπίδεσις,noun,luqe/nta,λύω,verb,eu(reqh/tw,εὑρίσκω,verb,i)sxna\,ἰσχνός,adjective,xalara\,χαλαρός,adjective,ta\,ὁ,article,o)ste/a,,,,,,,,,,,,,,,,,,,,,,,,,ὀστέον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,de\,δέ,particle,na/rqhkas,νάρθηξ,noun,deqe/nta,δέω,verb,h)\n,ἐάν,conjunction,i)sxna\,ἰσχνός,adjective,kai\,καί,conjunction,a)/knhsma,ἄκνησμος,adjective,kai\,καί,conjunction,a)ne/lkea,,,h)=|,εἰμί,verb,e)a=|n,ἀίω,verb,me/xris,ei)/kosin,εἴκοσι,verb,h(mere/wn,ἡμέρα,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,si/neos,σίνος,noun,,,,,,,,,,μέχρι,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de/,δέ,particle,ti,τις,pronoun,u(popteu/htai,ὑποπτεύω,verb,lu=sai,λύω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,me/sw|,μέσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
na/rqhkas,νάρθηξ,noun,dia\,διά,preposition,tri/ths,τρίτος,adjective,e)rei/dein,ἐρείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,a)na/lhyis,ἀνάληψις,noun,h(,ὁ,article,qe/sis,θέσις,noun,h(,ὁ,article,e)pi/desis,ἐπίδεσις,noun,w(s,ὡς,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,au)tw=|,αὐτός,pronoun,sxh/mati,σχῆμα,noun,diafula/ssein,διαφυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefa/laia,κεφάλαιος,adjective,sxhma/twn,σχῆμα,noun,e)/qea,ἔθος,noun,fu/sies,φύσις,noun,e(ka/stou,ἕκαστος,adjective,tw=n,ὁ,article,mele/wn,μέλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,ei)/dea,εἶδος,noun,e)k,ἐκ,preposition,tou=,ὁ,article,tre/xein,τρέχω,verb,o(doipore/ein,ὁδοιπορέω,verb,e(sta/nai,ἵστημι,verb,katakei=sqai,κατάκειμαι,verb,e)k,ἐκ,preposition,tou=,ὁ,article,e)/rgou,ἔργον,noun,e)k,ἐκ,preposition,tou=,a)fei=sqai,ἀφίημι,verb,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,xrh=sis,χρῆσις,noun,kratu/nei,κρατύνω,verb,a)rgi/h,ἀργία,noun,de\,δέ,particle,th/kei,τήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,pi/ecis,,,plh/qei,πλῆθος,noun,mh\,μή,conjunction,i)sxu/i+,ἰσχύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/sa,ὁπόσος,adjective,de\,δέ,particle,e)kxumw/mata,ἐκχύμωμα,noun,h)\,ἠέ,conjunction,fla/smata,,,h)\,ἠέ,conjunction,spa/smata,σπάσμα,noun,h)\,ἠέ,conjunction,oi)dh/mata,οἴδημα,noun,a)fle/gmanta,ἀφλέγμαντος,adjective,e)ceru/etai,ἐξερύω,verb,ai(=ma,αἷμα,noun,e)k,tou=,ὁ,article,trw/matos,τραῦμα,noun,e)s,εἰς,preposition,me\n,μέν,particle,to\,ὁ,article,a)/nw,ἄνω,adverb,tou=,ὁ,article,sw/matos,σῶμα,adjective,ἐκ,preposition,plei=ston,πλεῖστος,adjective,braxu\,βραχύς,adjective,de/,δέ,particle,ti,τις,pronoun,kai\,καί,conjunction,e)s,to\,ὁ,article,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,
mh\,μή,conjunction,kata/nth,κατάντης,adjective,th\n,ὁ,article,xei=ra,χείρ,noun,e)/xonta,ἔχω,verb,h)\,ἠέ,conjunction,to\,ὁ,article,ske/los,σκέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiqe/menon,τίθημι,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,kata\,κατά,preposition,to\,ὁ,article,trw=ma,τραῦμα,noun,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,e)rei/donta,ἐρείδω,verb,h(/kista,ἥκιστος,adjective,ta\,ὁ,article,a)/kra,ἄκρον,noun,me/sws,ta\,ὁ,article,dia\,διά,preposition,me/sou,μέσος,adjective,,,,,,,,,,,,,,,,μέσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,e)/sxaton,σχέθω,verb,pro\s,πρός,preposition,ta\,ὁ,article,a)/nw,ἄνω,adverb,tou=,ὁ,article,sw/matos,σῶμα,adjective,nemo/menon,νέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pide/sei,ἐπίδεσις,noun,pie/cei,πιέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,plh/qei,πλῆθος,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,i)sxu/i+,ἰσχύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,de\,δέ,particle,toute/oisin,,,o)qo/nia,ὀθόνιον,noun,lepta\,λεπτόν,noun,kou=fa,κοῦφος,adjective,malqaka\,μαλθακός,adjective,kaqara\,καθαρός,adjective,plate/a,πλατύς,adjective,u(gie/a,ὑγιής,adverb,w(s,ὡς,conjunction,a)\n,ἄν,particle,a)/neu,narqh/kwn,νάρθηξ,noun,,,,,,,,,,,,,,,,,,,,,,ἄνευ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,kataxu/sei,κατάχυσις,noun,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)kptw/mata,ἔκπτωμα,noun,h)\,ἠέ,conjunction,stre/mmata,στρέμμα,noun,h)\,ἠέ,conjunction,diasth/mata,διάστημα,noun,h)\,ἠέ,conjunction,a)pospa/smata,ἀπόσπασμα,noun,h)\,ἠέ,conjunction,a)pokla/smata,ἀπόκλασμα,noun,h)\,ἠέ,conjunction,diastre/mmata,oi(=a,οἷος,adjective,ta\,ὁ,article,kulla\,κυλλός,adjective,ta\,ὁ,article,e(tero/r)*ropa,,,o(/qen,ὅθεν,adverb,me\n,μέν,particle,e)ce/sth,ἐξίστημι,verb,διάστρεμμα,noun,cundido/nta,συνδίδωμι,verb,o(/ph,ὅπη,adverb,de\,δέ,particle,cuntei/nonta,συντείνω,verb,w(s,ὡς,conjunction,e)s,ta)nanti/a,ἐναντίος,adjective,*re/ph|,,,e)pideqe/nta,ἐπιδέω,verb,h)\,ἠέ,conjunction,pri\n,πρίν,adverb,e)pideqh=nai,ἐπιδέω,verb,smikrw=|,μικρός,adjective,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,w(/ste,ὥστε,conjunction,e)c,ἐκ,preposition,i)/sou,ἴσος,adjective,ei)=nai,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,εἰμί,verb
kai\,καί,conjunction,toi=sin,τίς,pronoun,e)pide/smoisi,ἐπίδεσμον,noun,kai\,καί,conjunction,toi=si,ὁ,article,splh/nesi,σπλήν,noun,kai\,καί,conjunction,toi=sin,τίς,pronoun,a)nalh/mmasi,ἀνάλημμα,noun,kai\,καί,conjunction,toi=si,ὁ,article,sxh/masi,σχῆμα,noun,katata/sei,a)natri/yei,ἀνάτριψις,noun,diorqw/sei,διόρθωσις,noun,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,kataxu/sei,κατάχυσις,noun,plei/oni,πλείων,verb,,,,,,,κατάτασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,minuqh/mata,μινύθημα,noun,poulu\,πολύς,adjective,proslamba/nonta,προσλαμβάνω,verb,tou=,ὁ,article,u(gie/os,ὑγιής,adverb,e)pidei=n,ἐπεῖδον,verb,w(s,ὡς,conjunction,a)\n,ἄν,particle,e)c,ἐκ,preposition,e)pidromh=s,ἐπιδρομή,noun,ta\,cuntake/nta,συντήκω,verb,ple/on,πλέος,adjective,h)\,ἠέ,conjunction,au)ta\,αὐτός,pronoun,e)minu/qei,μινυθέω,verb,a)lloi/h|,ἀλλοῖος,adjective,th=|,ὁ,article,e)pide/sei,ἐπίδεσις,noun,ὁ,article,paralla/canta,παραλλάσσω,verb,e)kkli/nein,ἐκκλίνω,verb,e)s,εἰς,preposition,th\n,ὁ,article,au)/chsin,αὔξησις,noun,kai\,a)na/plasin,ἀνάπλασις,noun,tw=n,ὁ,article,sarkw=n,σάρξ,adjective,poih/shtai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,
be/ltion,βελτίων,adverb,de\,δέ,particle,kai\,καί,conjunction,to\,ὁ,article,a)/nwqen,ἄνωθεν,adverb,oi(=on,οἷος,adjective,knh/mhs,κνήμη,adjective,kai\,καί,conjunction,to\n,ὁ,article,e(/teron,ἕτερος,adjective,mhro\n,μηρός,noun,kai\,καί,conjunction,to\,ske/los,σκέλος,noun,to\,ὁ,article,u(gie\s,ὑγιής,adverb,sunepidei=n,συνεπιδέω,verb,w(s,ὡς,conjunction,o(moio/teron,ὅμοιος,adjective,h)=|,εἰμί,verb,kai\,καί,conjunction,ὁ,article,o(moi/ws,ὅμοιος,adjective,e)linu/h|,ἐλινύω,verb,kai\,καί,conjunction,o(moi/ws,ὅμοιος,adjective,th=s,ὁ,article,trofh=s,a)poklei/htai,ἀποκλείω,verb,kai\,καί,conjunction,de/xhtai,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τροφεύς,noun,,
o)qoni/wn,ὀθόνιον,noun,plh/qei,πλῆθος,noun,mh\,μή,conjunction,pie/cei,πιέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nie/nta,ἀνίημι,verb,prw=ton,πρότερος,adjective,to\,ὁ,article,ma/lista,μάλιστα,adverb,deo/menon,δέομαι,verb,kai\,καί,conjunction,a)natri/yei,ἀνάτριψις,noun,xrw/menon,χράομαι,verb,sarkou/sh|,σαρκάω,verb,kai\,καί,conjunction,kataxu/sei,κατάχυσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/neu,ἄνευ,preposition,narqh/kwn,νάρθηξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e(rma/smata,ἕρμασμα,noun,kai\,καί,conjunction,a)posthri/gmata,ἀποστήριγμα,noun,oi(=on,οἷος,adjective,sth/qei,στῆθος,noun,pleurh=|si,πλευρά,noun,kefalh=|,κεφαλή,noun,kai\,καί,conjunction,toi=sin,τίς,pronoun,a)/lloisin,ἄλλος,adjective,o(/sa,toiau=ta,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,ὅσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,sfugmw=n,σφυγμός,noun,e(/neken,ἕνεκα,preposition,w(s,ὡς,conjunction,mh\,μή,conjunction,e)nsei/htai,ἐνσείω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,diastasi/wn,διάστασις,noun,tw=n,ὁ,article,kata\,κατά,preposition,ta\s,ὁ,article,a(rmoni/as,ἁρμονία,noun,e)n,ἐν,preposition,toi=si,ὁ,article,kata\,κατά,preposition,th\n,kefalh\n,κεφαλή,noun,o)ste/oisin,ὀστέον,noun,e)reisma/twn,ἔρεισμα,noun,xa/rin,χάρις,noun,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/,ἐπί,preposition,te,τε,particle,bhxe/wn,,,h)\,ἠέ,conjunction,ptarme/wn,,,h)\,ἠέ,conjunction,a)/llhs,ἄλλος,adjective,kinh/sios,κίνησις,adjective,oi(=a,οἷος,adjective,ta\,ὁ,article,kata\,κατά,preposition,qw/rhka,θώραξ,noun,kai\,kefalh\n,κεφαλή,noun,a)posthri/gmata,ἀποστήριγμα,noun,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toute/wn,οὗτος,pronoun,a(pa/ntwn,ἅπας,adjective,ai(,ὁ,article,au)tai\,αὐτός,pronoun,cummetri/ai,συμμετρία,noun,th=s,ὁ,article,e)pide/sios,ἐπίδεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(=|,ὅς,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,ta\,ὁ,article,si/nh,σίνος,noun,ma/lista,μάλιστα,adverb,pie/zei,πιέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(potiqe/nai,ὑποτίθημι,verb,ou)=n,οὖν,particle,malqako/n,μαλθακός,adjective,ti,τις,pronoun,a(rmo/zon,ἁρμόζω,verb,tw=|,ὁ,article,pa/qei,πάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pidei=n,ἐπεῖδον,verb,de\,δέ,particle,mh\,μή,conjunction,ma=llon,μᾶλλον,adverb,piezeu=nta,πιέζω,verb,h)\,ἠέ,conjunction,w(/ste,ὥστε,conjunction,tou\s,ὁ,article,sfugmou\s,σφυγμός,noun,mh\,μή,conjunction,e)nsei/ein,ἐνσείω,verb,mhde\,μηδέ,particle,ma=llon,h)\,ἠέ,conjunction,w(/ste,ὥστε,conjunction,tw=n,ὁ,article,diesthko/twn,διίστημι,verb,ta\,ὁ,article,e)/sxata,σχέθω,verb,tw=n,ὁ,article,a(rmoniw=n,ἁρμονία,noun,μᾶλλον,adverb,yau/ein,ψαύω,verb,a)llh/lwn,ἀλλήλων,pronoun,mhde\,μηδέ,particle,ta\s,ὁ,article,bh=xas,βήξ,adjective,kai\,tou\s,ὁ,article,ptarmou\s,πταρμός,noun,w(/ste,ὥστε,conjunction,kwlu/ein,κωλύω,verb,a)ll',ἀλλά,adverb,w(/ste,ὥστε,conjunction,a)posth/rigma,ἀποστήριγμα,noun,ei)=nai,εἰμί,verb,w(s,ὡς,conjunction,mh/te,μήτε,particle,dianagka/zhtai,διαναγκάζω,verb,mh/te,μήτε,particle,e)nsei/htai,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἐνσείω,verb
